date,close,compound_gn,negative_gn,neutral_gn,positive_gn,compound_tw,negative_tw,neutral_tw,positive_tw,open,high,low,volume
2008-02-18,0.2048947314531789,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2073299592505403,0.1945299416898836,0.2105321775179206,0.023788164429056
2008-02-19,0.1932593517146599,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2131257326558139,0.1976213896636287,0.2072627908837184,0.0735653286645476
2008-02-20,0.2033637813192663,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1948954405120843,0.1925720315642675,0.1969273487657356,0.0369950376517319
2008-02-21,0.2003018222659659,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.21417949308582,0.1996823648714908,0.2126414886093252,0.0575392777365268
2008-02-22,0.2103041414999311,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.21417949308582,0.1995792997892448,0.2085283775385612,0.0624483926360818
2008-02-25,0.2135702331163008,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2107020593894025,0.202876877927482,0.2129578397155609,0.0871650072602273
2008-02-26,0.2259200327364555,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2183945954993377,0.2153457349047083,0.2219223055532557,0.0828648303135808
2008-02-27,0.232248054013388,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2273516501946295,0.2286390235116143,0.2295156736240625,0.0899240367984295
2008-02-28,0.2301047061902678,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2393646829691312,0.2262688827331103,0.2409057712877476,0.0599224185737341
2008-02-29,0.2115289368783464,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2299861119631381,0.2144183272210714,0.2263517677302555,0.0581876879241226
2008-03-03,0.2190817241409565,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.220396752455048,0.2114299146534761,0.218441957438263,0.0495948525517225
2008-03-04,0.2095896922255578,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2247172491196143,0.2109146485944384,0.21475073895743,0.0520043082120546
2008-03-05,0.2268386145738981,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2183945954993377,0.2188494135313414,0.2263517677302555,0.0634426236650424
2008-03-06,0.2136722847014666,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2318828746677998,0.2173036747064207,0.2285664988187554,0.0349276497962592
2008-03-07,0.2013224556885742,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.217340804722585,0.2027738128452359,0.2136960834117276,0.0468922119202165
2008-03-10,0.1968315980865269,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2078568394655434,0.1946329770960334,0.2073682412524637,0.0403366965436587
2008-03-11,0.2145908665389092,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2119665779747591,0.2039073506933649,0.2142233959987537,0.0769088609627565
2008-03-12,0.1993832404285232,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.217340804722585,0.2095750102579135,0.2135906330429824,0.0885370066204061
