date,close,compound_gn,negative_gn,neutral_gn,positive_gn,compound_tw,negative_tw,neutral_tw,positive_tw,open,high,low,volume
2008-02-18,0.7922790280181072,-0.2732,0.283,0.531,0.186,0.0,0.0,1.0,0.0,0.7844150502416622,0.7733252238526549,0.7868492680784037,0.0234960807216519
2008-02-19,0.7959015297185239,-0.1366,0.1415,0.7655000000000001,0.093,0.0,0.0,1.0,0.0,0.7970234993975669,0.7878971974607943,0.8004390171743324,0.0314585889510602
2008-02-20,0.7979714630077104,-0.0683,0.07075,0.88275,0.0465,0.0,0.0,1.0,0.0,0.7845183419574361,0.7837482027287689,0.7952121721939003,0.0352637218951315
2008-02-21,0.7825502468034586,-0.03415,0.035375,0.9413750000000001,0.02325,0.0,0.0,1.0,0.0,0.805084747600286,0.7868852720057765,0.7914488374275628,0.0282074293398
2008-02-22,0.7855517053468045,-0.017075,0.0176875,0.9706875,0.011625,0.0,0.0,1.0,0.0,0.7895824745813181,0.7729204382296551,0.7758728617173662,0.0214252620183699
2008-02-25,0.7850341825430612,-0.0085375,0.00884375,0.9853437500000001,0.0058125,0.0,0.0,1.0,0.0,0.7813145640984134,0.7675571638335935,0.7820405802670451,0.0178235769253464
2008-02-26,0.7865866719913978,-0.8074,0.593,0.407,0.0,0.0,0.0,1.0,0.0,0.7787308519285855,0.778587359746689,0.7803679515907509,0.0392946218637834
2008-02-27,0.8000413962968967,-0.9337,0.562,0.438,0.0,0.0,0.0,1.0,0.0,0.7813145640984134,0.7871888419217855,0.7877900618923255,0.0403207315597858
2008-02-28,0.8046988646419068,-0.7351,0.508,0.492,0.0,0.0,0.0,1.0,0.0,0.8018808908926255,0.7884031215858215,0.8050386662788165,0.0193226814142914
2008-02-29,0.7560546427170893,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7915460422133136,0.7787897139557072,0.7653146125254022,0.0313753212651883
2008-03-03,0.7503622866903799,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7585779285433824,0.7504553379854276,0.7428392429138042,0.0350854546501205
2008-03-04,0.7270751818540112,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7382182640293559,0.7281926691551821,0.7272631874482826,0.0416387073712155
2008-03-05,0.7472573077937067,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7359445847041252,0.7349726546292612,0.7387623102094931,0.0326984476551256
2008-03-06,0.7308011249448617,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7451425937208217,0.7378060767852963,0.7398076632545145,0.0295977993935857
2008-03-07,0.7220037900214789,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7204423116851573,0.7180732601950771,0.7219318629920757,0.0319275777384969
2008-03-10,0.7068929769514222,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7210623773743517,0.7119004145530159,0.7144051934594013,0.0242391947429899
2008-03-11,0.7380459704199079,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7279867070658177,0.7209066823511123,0.7199456363778074,0.0251957716291405
2008-03-12,0.7340095452319688,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7389417002829621,0.7281926691551821,0.7385531917472938,0.0223686763150012
2008-03-13,0.7232457184098334,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7193054720225419,0.707953851234972,0.7135688791212542,0.0357384335475766
2008-03-14,0.7073069794018383,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7296403207018538,0.7140254811700424,0.7083420341408221,0.0322337510164452
2008-03-17,0.7073069794018383,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7062835406089902,0.6901436698477975,0.7160777423803707,0.0
2008-03-18,0.6887807843009133,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6885075882647916,0.6781016256846476,0.6854484276048255,0.0316282718985586
2008-03-19,0.6313393064156068,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6871640863219908,0.6788099812236564,0.639347696350183,0.0507698246353348
2008-03-20,0.6313393064156068,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6230880560497121,0.6199150241640438,0.6194856694734758,0.0328921666356592
2008-03-24,0.6375491852460597,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6355932134898429,0.640356196293272,0.6388249799500098,0.0310087717614016
2008-03-25,0.675843503836264,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6521289556070143,0.6624165109144995,0.6518920924010901,0.0347878656696848
2008-03-26,0.6882633404600634,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6800330155017013,0.677899194270666,0.6734267479540915,0.0278649158690485
2008-03-27,0.6697371453591385,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6907812675900223,0.6809350478406828,0.6738448253678399,0.0177918150245499
2008-03-28,0.6645622331732789,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.670731714769231,0.6626188651235176,0.6691406967875811,0.0226797140282066
2008-03-31,0.67884496237961,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6738321220638418,0.6673749996875612,0.6686179803874077,0.0230831760112973
2008-04-01,0.6971641957367737,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6881975554201943,0.680226692301674,0.6824168479455357,0.0307646915687942
2008-04-02,0.7179672858706464,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.698119000690497,0.7058287846179456,0.70311518916039,0.0349226391406321
2008-04-03,0.7275926256948609,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7136212737094649,0.7241448901301474,0.7190047628085606,0.0331268041010027
2008-04-04,0.7306976045915343,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7286068516036502,0.7259663868311649,0.734998975443156,0.0314605919538131
2008-04-07,0.7255226924056746,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7356345518595279,0.7296093802331998,0.7263223936343607,0.0212721753793957
2008-04-08,0.7409439086099263,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7184786652045239,0.7231329646751296,0.7224544996369239,0.023534423917208
2008-04-09,0.7414614314136697,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7354278107307045,0.7327463723052439,0.742002928575657,0.0308302183731402
2008-04-10,0.7444628899570156,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7418354452973874,0.7312285227251989,0.7399121427302892,0.0263108718760231
